foodId,resId,title,originalTitle,price,restaurant,locationShort,tag,story,hasDetail,priority,listRank,imageLink,thumbnail,optionText,ddOnly,recommended,available,remark
10330006012,10330006,โจ๊กกุ้งแชบ๊วยสูตรสุขภาพ,โจ๊กกุ้ง (กุ้งแชบ๊วย),165,Ginger bowl,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม",โจ้กฮ่องกงเนื้อเนียน ต้มกับน้ำซุปสูตรพิเศษจากร้าน Ginger Bowl หอมอร่อยต้องลอง,TRUE,,4,,gg-joke-shrimp-s.jpg,,,TRUE,,
10330006013,10330006,โจ๊กไก่สูตรสุขภาพ,โจ๊กไก่,105,Ginger bowl,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม",-,,,2,,gg-joke-chicken-s.jpg,,,,,
10330006014,10330006,โจ๊กปลากระพงสูตรสุขภาพ,โจ๊กปลา (ปลากระพง),165,Ginger bowl,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม, มี omega-3",โจ้กฮ่องกงเนื้อเนียน ต้มกับน้ำซุปสูตรพิเศษจากร้าน Ginger Bowl หอมอร่อยต้องลอง,TRUE,3,3,gg-joke-fish.jpg,gg-joke-fish-s.jpg,,,TRUE,,
10330006015,10330006,Topping ไข่เยี่ยวม้า,Topping ไข่เยี่ยวม้า,25,Ginger bowl,บรรทัดทอง,,-,,,7,,gg-century-egg-s.jpg,,FALSE,,,
10330006016,10330006,Topping ไข่ต้ม,Topping ไข่ต้ม,20,Ginger bowl,บรรทัดทอง,,-,,,6,,gg-boiled-egg-s.jpg,,FALSE,,,
10330006017,10330006,เต้าฮวยน้ำขิง (ร้อน),เต้าฮวยน้ำขิง (ร้อน),70,Ginger bowl,บรรทัดทอง,Sugar free,เต้าฮวยเนื้อเนียนสูตรของทางร้าน หอมอร่อยแบบปราศจากน้ำตาล ดีต่อสุขภาพ,,,20,gg-tao-huy-namking.jpg,gg-tao-huy-nam-king-s.jpg,,FALSE,,,
10330006018,10330006,เต้าฮวยน้ำเต้าหู้ (ร้อน/เย็น),เต้าฮวยน้ำเต้าหู้ (ร้อน/เย็น),85,Ginger bowl,บรรทัดทอง,,-,,,21,,,เลือกร้อนหรือเย็น,FALSE,,,
10330006019,10330006,เต้าฮวยซุปงาดำ (ร้อน),เต้าฮวยซุปงาดำ (ร้อน),130,Ginger bowl,บรรทัดทอง,แคลเซียมสูง,-,,,22,,gg-tao-huy-nga-dum-s.jpg,,FALSE,,,
10330006020,10330006,Topping บัวลอยงาดำ,Topping บัวลอยงาดำ,18,Ginger bowl,บรรทัดทอง,,-,,,23,,gg-topping-bualoi-s.jpg,,FALSE,,,
10330006021,10330006,Topping ถั่วแดง,Topping ถั่วแดง,15,Ginger bowl,บรรทัดทอง,,-,,,24,,gg-topping-redbean-s.jpg,,FALSE,,,
10330006022,10330006,Topping ถั่วเขียว,Topping ถั่วเขียว,15,Ginger bowl,บรรทัดทอง,,-,,,25,,gg-topping-greenbean-s.jpg,,FALSE,,,
10330006023,10330006,Topping ถั่วลิสง,Topping ถั่วลิสง,15,Ginger bowl,บรรทัดทอง,,-,,,26,,gg-topping-peanut-s.jpg,,FALSE,,,
10330006024,10330006,Topping ข้าวบาร์เลย์,Topping ข้าวบาร์เลย์,15,Ginger bowl,บรรทัดทอง,,-,,,27,,gg-topping-barley-s.jpg,,FALSE,,,
10330006025,10330006,Topping แปะก๊วย,Topping แปะก๊วย,20,Ginger bowl,บรรทัดทอง,,-,,,28,,gg-topping-ginko-nut-s.jpg,,FALSE,,,
10330006026,10330006,Topping ลูกบัว,Topping ลูกบัว,20,Ginger bowl,บรรทัดทอง,,-,,,29,,,,FALSE,,,
10330006027,10330006,Topping เฉาก๊วย,Topping เฉาก๊วย,15,Ginger bowl,บรรทัดทอง,,-,,,30,,,,FALSE,,,
10330006028,10330006,บัวลอยน้ำขิง (บัวลอยไส้งาดำ 4 ลูก),บัวลอยน้ำขิง (บัวลอยไส้งาดำ 4 ลูก),85,Ginger bowl,บรรทัดทอง,ลดน้ำตาล,ของหวานยอดนิยมของชาวจีน บัวลอยไส้งาดำหวานมันกำลังดี เสิร์ฟในน้ำขิงเผ็ดร้อน ๆ แบบไม่ใส่น้ำตาล,,,31,gg-bualoi-nam-king.jpg,gg-bualoi-nam-king-s.jpg,,FALSE,,,
10330006029,10330006,บัวลอยซุปงาดำ (บัวลอยไส้งาดำ 2 ลูก),บัวลอยซุปงาดำ (บัวลอยไส้งาดำ 2 ลูก),130,Ginger bowl,บรรทัดทอง,ลดน้ำตาล,,,,32,,gg-buyloi-nga-dum-s.jpg,,FALSE,,,
10330006030,10330006,บัวลอยน้ำเต้าหู้ (บัวลอยไส้งาดำ 4 ลูก),บัวลอยน้ำเต้าหู้ (บัวลอยไส้งาดำ 4 ลูก),95,Ginger bowl,บรรทัดทอง,ลดน้ำตาล,-,,,33,,,,FALSE,,,
10330006031,10330006,ซุปงาดำ,ซุปงาดำ,90,Ginger bowl,บรรทัดทอง,"ลดน้ำตาล, เเคลเซียมสูง",-,,,17,,gg-soup-nga-dum-s.jpg,,FALSE,TRUE,,
10330006032,10330006,กะลอจี๊สด,กะลอจี๊สด,95,Ginger bowl,บรรทัดทอง,ไขมันต่ำ,ขนมจีนโบราณหาทานยาก ใช้แป้งสดเหนียวหนึบแบบไม่ทอด ราดด้วยน้ำเชื่อมขิงหวานอร่อย,,,18,gg-kalorjee.jpg,gg-kalorjee-s.jpg,,FALSE,,,*เบาหวานควรรับประทานแต่พอดี
10330006033,10330006,ถั่วแดงหวานน้อย (ร้อน / เย็น),ถั่วแดง (ร้อน / เย็น),55,Ginger bowl,บรรทัดทอง,"หวานน้อย, โปรตีนจากพืช",-,,,34,gg-mungbean-redbean.jpg,gg-nam-tua-deang-s.jpg,เลือกร้อนหรือเย็น,FALSE,,,
10330006034,10330006,ถั่วเขียวหวานน้อย (ร้อน / เย็น),ถั่วเขียว (ร้อน / เย็น),55,Ginger bowl,บรรทัดทอง,"หวานน้อย, โปรตีนจากพืช",น้ำถั่วเขียวเนื้อละเอียดต้มแบบน้ำตาลน้อย ดื่มแบบร้อนหอมอร่อย ดื่มแบบเย็นให้ความสดชื่น,TRUE,1,35,gg-mungbean-redbean.jpg,gg-nam-tua-kiew-s.jpg,เลือกร้อนหรือเย็น,FALSE,,,
10330006035,10330006,น้ำเต้าหู้สูตรคลีน (ร้อน / เย็น),น้ำเต้าหู้ (ร้อน / เย็น),50,Ginger bowl,บรรทัดทอง,ลดน้ำตาล,-,,,19,,gg-soy-s.jpg,เลือกร้อนหรือเย็น,FALSE,TRUE,,
10330006036,10330006,น้ำขิงหญ้าหวาน (ร้อน / เย็น),น้ำขิงหญ้าหวาน (ร้อน / เย็น),50,Ginger bowl,บรรทัดทอง,ลดน้ำตาล,-,,,36,,,เลือกร้อนหรือเย็น,FALSE,,,
10330006037,10330006,น้ำอัญชันขิง (เย็น),น้ำอัญชันขิง (เย็น),50,Ginger bowl,บรรทัดทอง,ลดน้ำตาล,-,,,37,,,เลือกร้อนหรือเย็น,FALSE,,,
10330007001,10330007,ข้าวต้มปลากระพง,ข้าวต้มปลากระพง,120,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม",ข้าวต้มปลาระดับมิชลินสตาร์ที่สืบทอดกันมาถึง 3 รุ่น เต็มคุณภาพกับปลาเนื้อแน่น ๆ สดหวาน ที่เจ้าของไปเลือกเองที่ตลาดทุกเช้า,TRUE,3,1,kimpo-kapong-rice.jpg,kimpo-kapong-rice-s.jpg,,,TRUE,,
10330007002,10330007,ข้าวต้มปลาเก๋า,ข้าวต้มปลาเก๋า,180,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม",,,,2,kimpo-kao-rice.jpg,kimpo-kao-rice-s.jpg,,,TRUE,,
10330007005,10330007,ข้าวต้มกุ้ง,ข้าวต้มกุ้ง,250,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม",ร้านข้าวต้มระดับมิชลินสตาร์ ใช้กุ้งแชบ๊วยตัวโตสดใหญ่ และน้ำซุปสูตรลับหอมอร่อยที่ถ่ายทอดกันมาถึง 3 รุ่น ,TRUE,,3,kimpo-prawn-rice.jpg,kimpo-prawn-rice-s.jpg,,,,,
10330007004,10330007,ข้าวต้มปลาเก๋าแดง,ข้าวต้มปลาเก๋าแดง,360,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม",,,,4,kimpo-red-kao-rice.jpg,kimpo-red-kao-rice-s.jpg,,,,,
10330007003,10330007,ข้าวต้มปลาเต๋าเต้ย,ข้าวต้มปลาเต๋าเต้ย,475,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม",ข้าวต้มปลาระดับมิชลินสตาร์ที่สืบทอดกันมาถึง 3 รุ่น เต็มคุณภาพกับปลาเนื้อแน่น ๆ สดหวาน ที่เจ้าของไปเลือกเองที่ตลาดทุกเช้า,TRUE,2,5,kimpo-taotoey-rice.jpg,kimpo-taotoey-rice-s.jpg,,,,,
10330007006,10330007,ข้าวต้มปลากระพง+กุ้ง,ข้าวต้มปลากระพง+กุ้ง,250,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม",,,,6,,,,,TRUE,,
10330007007,10330007,ข้าวต้มปลาเก๋า+กุ้ง,ข้าวต้มปลาเก๋า+กุ้ง,250,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม",,,,7,,,,,,,
10330007009,10330007,ข้าวต้มปลาเก๋าแดง+กุ้ง,ข้าวต้มปลาเก๋าแดง+กุ้ง,475,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม",,,,8,,,,,,,
10330007008,10330007,ข้าวต้มปลาเต๋าเต้ย+กุ้ง,ข้าวต้มปลาเต๋าเต้ย+กุ้ง,590,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โปรตีนสูง, ลดโซเดียม",,,,9,,,,,,,
10330007010,10330007,เกาเหลาปลากระพง,เกาเหลาปลากระพง,180,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,10,kimpo-kapong-lao.jpg,kimpo-kapong-lao-s.jpg,,,TRUE,,
10330007011,10330007,เกาเหลาปลาเก๋า,เกาเหลาปลาเก๋า,250,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,11,kimpo-kao-lao.jpg,kimpo-kao-lao-s.jpg,,,TRUE,,
10330007014,10330007,เกาเหลากุ้ง,เกาเหลากุ้ง,300,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,12,kimpo-prawn-lao.jpg,kimpo-prawn-lao-s.jpg,,,,,
10330007013,10330007,เกาเหลาปลาเก๋าแดง,เกาเหลาปลาเก๋าแดง,475,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",ร้านข้าวต้มปลาระดับมิชลินสตาร์ เต็มคุณภาพกับปลาเนื้อแน่น ๆ สดหวาน กับน้ำซุปสูตรลับหอมอร่อยที่สืบทอดกันมาถึง 3 รุ่น,TRUE,,13,kimpo-red-kao-lao.jpg,kimpo-red-kao-lao-s.jpg,,,,,
10330007012,10330007,เกาเหลาปลาเต๋าเต้ย,เกาเหลาปลาเต๋าเต้ย,590,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,14,kimpo-taotoey-lao.jpg,kimpo-taotoey-lao-s.jpg,,,,,
10330007015,10330007,เกาเหลาปลากระพง+กุ้ง,เกาเหลาปลากระพง+กุ้ง,300,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,15,,,,,TRUE,,
10330007016,10330007,เกาเหลาปลาเก๋า+กุ้ง,เกาเหลาปลาเก๋า+กุ้ง,360,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,16,,,,,,,
10330007018,10330007,เกาเหลาปลาเก๋าแดง+กุ้ง,เกาเหลาปลาเก๋าแดง+กุ้ง,590,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,17,,,,,,,
10330007017,10330007,เกาเหลาปลาเต๋าเต้ย+กุ้ง,เกาเหลาปลาเต๋าเต้ย+กุ้ง,590,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,18,,,,,,,
10330007019,10330007,ยำปลากระพง,ยำปลากระพง,180,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,1,19,kimpo-kapong-yum.jpg,kimpo-kapong-yum-s.jpg,,FALSE,TRUE,,
10330007020,10330007,ยำปลาเก๋า,ยำปลาเก๋า,250,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",ร้านข้าวต้มปลาระดับมิชลินสตาร์ เต็มคุณภาพกับปลาเนื้อแน่น ๆ สดหวาน คัดคุณภาพที่เจ้าของไปเลือกเองที่ตลาดทุกเช้า,TRUE,2,20,kimpo-kao-yum.jpg,kimpo-kao-yum-s.jpg,,FALSE,TRUE,,
10330007023,10330007,ยำกุ้ง,ยำกุ้ง,300,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,21,kimpo-prawn-yum-s.jpg,kimpo-prawn-yum-s.jpg,,FALSE,,,
10330007022,10330007,ยำปลาเก๋าแดง,ยำปลาเก๋าแดง,475,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,22,kimpo-red-kao-yum.jpg,kimpo-red-kao-yum-s.jpg,,FALSE,,,
10330007021,10330007,ยำปลาเต๋าเต้ย,ยำปลาเต๋าเต้ย,590,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,23,kimpo-taotoey-yum.jpg,kimpo-taotoey-yum-s.jpg,,FALSE,,,
10330007024,10330007,ยำปลากระพง+กุ้ง,ยำปลากระพง+กุ้ง,300,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,24,,,,FALSE,TRUE,,
10330007025,10330007,ยำปลาเก๋า+กุ้ง,ยำปลาเก๋า+กุ้ง,360,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,25,,,,FALSE,,,
10330007027,10330007,ยำปลาเก๋าแดง+กุ้ง,ยำปลาเก๋าแดง+กุ้ง,590,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,26,,,,FALSE,,,
10330007026,10330007,ยำปลาเต๋าเต้ย+กุ้ง,ยำปลาเต๋าเต้ย+กุ้ง,590,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,27,,,,FALSE,,,
10330007028,10330007,ลวกจิ้มปลากระพง,ลวกจิ้มปลากระพง,180,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",ร้านข้าวต้มปลาระดับมิชลินสตาร์ เต็มคุณภาพกับปลาเนื้อแน่น ๆ สดหวาน คัดคุณภาพที่เจ้าของไปเลือกเองที่ตลาดทุกเช้า,TRUE,,28,kimpo-kapong-luak.jpg,kimpo-kapong-luak-s.jpg,,FALSE,TRUE,,
10330007029,10330007,ลวกจิ้มปลาเก๋า,ลวกจิ้มปลาเก๋า,250,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,29,kimpo-kao-luak.jpg,kimpo-kao-luak-s.jpg,,FALSE,TRUE,,
10330007032,10330007,ลวกจิ้มกุ้ง,ลวกจิ้มกุ้ง,300,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,30,kimpo-prawn-luak.jpg,kimpo-prawn-luak-s.jpg,,FALSE,,,
10330007031,10330007,ลวกจิ้มปลาเก๋าแดง,ลวกจิ้มปลาเก๋าแดง,475,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,31,kimpo-red-kao-luak.jpg,kimpo-red-kao-luak-s.jpg,,FALSE,,,
10330007030,10330007,ลวกจิ้มปลาเต๋าเต้ย,ลวกจิ้มปลาเต๋าเต้ย,590,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,32,kimpo-taotoey-luak.jpg,kimpo-taotoey-luak-s.jpg,,FALSE,,,
10330007033,10330007,ลวกจิ้มปลากระพง+กุ้ง,ลวกจิ้มปลากระพง+กุ้ง,300,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,33,,,,FALSE,TRUE,,
10330007034,10330007,ลวกจิ้มปลาเก๋า+กุ้ง,ลวกจิ้มปลาเก๋า+กุ้ง,360,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,34,,,,FALSE,,,
10330007036,10330007,ลวกจิ้มปลาเก๋าแดง+กุ้ง,ลวกจิ้มปลาเก๋าแดง+กุ้ง,590,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,35,,,,FALSE,,,
10330007035,10330007,ลวกจิ้มปลาเต๋าเต้ย+กุ้ง,ลวกจิ้มปลาเต๋าเต้ย+กุ้ง,590,ข้าวต้มปลากิมโป้,บรรทัดทอง,"โลว์คาร์บ, โปรตีนสูง",,,,36,,,,FALSE,,,